Product Id,Product Handle,Product Title,Product Status,Product Description,Product Subtitle,Product External Id,Product Thumbnail,Product Collection Id,Product Type Id,Product Created At,Product Deleted At,Product Discountable,Product Height,Product Hs Code,Product Image 1,Product Image 2,Product Image 3,Product Image 4,Product Is Giftcard,Product Length,Product Material,Product Mid Code,Product Origin Country,Product Sales Channel 1,Product Updated At,Product Weight,Product Width,Variant Id,Variant Title,Variant Sku,Variant Upc,Variant Ean,Variant Hs Code,Variant Mid Code,Variant Manage Inventory,Variant Allow Backorder,Variant Barcode,Variant Created At,Variant Deleted At,Variant Height,Variant Length,Variant Material,Variant Metadata,Variant Option 1 Name,Variant Option 1 Value,Variant Option 2 Name,Variant Option 2 Value,Variant Origin Country,Variant Price EUR,Variant Price USD,Variant Product Id,Variant Updated At,Variant Variant Rank,Variant Weight,Variant Width
prod_01JZ0C3GJ7FPH1SD1D3WA0RTGR,t-shirt,Medusa T-Shirt,published,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,,,2025-06-30T12:13:33.126Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,false,,,,,sc_01JZ0C3BFGYHG7NTB40FYHSKR7,2025-06-30T12:13:33.126Z,400,,variant_01JZ0C3GMXHQ9RS2SFR3NED2TX,XL / Black,SHIRT-XL-BLACK,,,,,true,false,,2025-06-30T12:13:33.194Z,,,,,,Size,XL,Color,Black,,10,15,prod_01JZ0C3GJ7FPH1SD1D3WA0RTGR,2025-06-30T12:13:33.194Z,0,,
prod_01JZ0C3GJ7FPH1SD1D3WA0RTGR,t-shirt,Medusa T-Shirt,published,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,,,2025-06-30T12:13:33.126Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,false,,,,,sc_01JZ0C3BFGYHG7NTB40FYHSKR7,2025-06-30T12:13:33.126Z,400,,variant_01JZ0C3GMXR0JD6Z29QCTAN5MB,L / Black,SHIRT-L-BLACK,,,,,true,false,,2025-06-30T12:13:33.194Z,,,,,,Size,L,Color,Black,,10,15,prod_01JZ0C3GJ7FPH1SD1D3WA0RTGR,2025-06-30T12:13:33.194Z,0,,
prod_01JZ0C3GJ7FZ6A5HGNTZ47Y6RJ,sweatpants,Medusa Sweatpants,published,"Reimagine the feeling of classic sweatpants. With our cotton sweatpants, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,,,2025-06-30T12:13:33.126Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-back.png,,,false,,,,,sc_01JZ0C3BFGYHG7NTB40FYHSKR7,2025-06-30T12:13:33.126Z,400,,variant_01JZ0C3GMZ0WY5DA05QJXSXRHB,S,SWEATPANTS-S,,,,,true,false,,2025-06-30T12:13:33.194Z,,,,,,Size,S,,,,10,15,prod_01JZ0C3GJ7FZ6A5HGNTZ47Y6RJ,2025-06-30T12:13:33.194Z,0,,
prod_01JZ0C3GJ7FZ6A5HGNTZ47Y6RJ,sweatpants,Medusa Sweatpants,published,"Reimagine the feeling of classic sweatpants. With our cotton sweatpants, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,,,2025-06-30T12:13:33.126Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-back.png,,,false,,,,,sc_01JZ0C3BFGYHG7NTB40FYHSKR7,2025-06-30T12:13:33.126Z,400,,variant_01JZ0C3GMZ38NV1E60Q1MSXEDW,M,SWEATPANTS-M,,,,,true,false,,2025-06-30T12:13:33.194Z,,,,,,Size,M,,,,10,15,prod_01JZ0C3GJ7FZ6A5HGNTZ47Y6RJ,2025-06-30T12:13:33.194Z,0,,
prod_01JZ0C3GJ7FZ6A5HGNTZ47Y6RJ,sweatpants,Medusa Sweatpants,published,"Reimagine the feeling of classic sweatpants. With our cotton sweatpants, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,,,2025-06-30T12:13:33.126Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-back.png,,,false,,,,,sc_01JZ0C3BFGYHG7NTB40FYHSKR7,2025-06-30T12:13:33.126Z,400,,variant_01JZ0C3GMZG4BRATDEQ0RF8N1Q,XL,SWEATPANTS-XL,,,,,true,false,,2025-06-30T12:13:33.194Z,,,,,,Size,XL,,,,10,15,prod_01JZ0C3GJ7FZ6A5HGNTZ47Y6RJ,2025-06-30T12:13:33.194Z,0,,
prod_01JZ0C3GJ7FZ6A5HGNTZ47Y6RJ,sweatpants,Medusa Sweatpants,published,"Reimagine the feeling of classic sweatpants. With our cotton sweatpants, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,,,2025-06-30T12:13:33.126Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-back.png,,,false,,,,,sc_01JZ0C3BFGYHG7NTB40FYHSKR7,2025-06-30T12:13:33.126Z,400,,variant_01JZ0C3GMZJ4PVQYTAF8P0NY9A,L,SWEATPANTS-L,,,,,true,false,,2025-06-30T12:13:33.194Z,,,,,,Size,L,,,,10,15,prod_01JZ0C3GJ7FZ6A5HGNTZ47Y6RJ,2025-06-30T12:13:33.194Z,0,,
prod_01JZ0C3GJ7TJW0HDJNAWDTJ8DY,shorts,Medusa Shorts,published,"Reimagine the feeling of classic shorts. With our cotton shorts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,,,2025-06-30T12:13:33.126Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,,false,,,,,sc_01JZ0C3BFGYHG7NTB40FYHSKR7,2025-06-30T12:13:33.126Z,400,,variant_01JZ0C3GN0Y2Y46KDJNR6Y212H,S,SHORTS-S,,,,,true,false,,2025-06-30T12:13:33.194Z,,,,,,Size,S,,,,10,15,prod_01JZ0C3GJ7TJW0HDJNAWDTJ8DY,2025-06-30T12:13:33.194Z,0,,
prod_01JZ0C3GJ7TJW0HDJNAWDTJ8DY,shorts,Medusa Shorts,published,"Reimagine the feeling of classic shorts. With our cotton shorts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,,,2025-06-30T12:13:33.126Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,,false,,,,,sc_01JZ0C3BFGYHG7NTB40FYHSKR7,2025-06-30T12:13:33.126Z,400,,variant_01JZ0C3GN115FCB68P4KH1KSXR,XL,SHORTS-XL,,,,,true,false,,2025-06-30T12:13:33.194Z,,,,,,Size,XL,,,,10,15,prod_01JZ0C3GJ7TJW0HDJNAWDTJ8DY,2025-06-30T12:13:33.194Z,0,,
prod_01JZ0C3GJ7TJW0HDJNAWDTJ8DY,shorts,Medusa Shorts,published,"Reimagine the feeling of classic shorts. With our cotton shorts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,,,2025-06-30T12:13:33.126Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,,false,,,,,sc_01JZ0C3BFGYHG7NTB40FYHSKR7,2025-06-30T12:13:33.126Z,400,,variant_01JZ0C3GN1AKK9ZGQ4XMX39QQQ,M,SHORTS-M,,,,,true,false,,2025-06-30T12:13:33.194Z,,,,,,Size,M,,,,10,15,prod_01JZ0C3GJ7TJW0HDJNAWDTJ8DY,2025-06-30T12:13:33.194Z,0,,
prod_01JZ0C3GJ7TJW0HDJNAWDTJ8DY,shorts,Medusa Shorts,published,"Reimagine the feeling of classic shorts. With our cotton shorts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,,,2025-06-30T12:13:33.126Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,,false,,,,,sc_01JZ0C3BFGYHG7NTB40FYHSKR7,2025-06-30T12:13:33.126Z,400,,variant_01JZ0C3GN1PY6H3DQHW3AXKCNA,L,SHORTS-L,,,,,true,false,,2025-06-30T12:13:33.194Z,,,,,,Size,L,,,,10,15,prod_01JZ0C3GJ7TJW0HDJNAWDTJ8DY,2025-06-30T12:13:33.194Z,0,,
